,Question,Answer Label,Answer
148,When will the tapipy t object expire?,4,"Introduction to Abaco - Getting Started - Working with TACC OAuth - Check Access to the Tapis APIs. Create an Tapis Client Object The first step in using the Tapis Python SDK, tapipy, is to create a Tapis Client object. First, import  the Tapis class and create python object called t that points to the Tapis server using your TACC  username and password. Do so by typing the following in a Python shell:. . Generate a Token With the t object instantiated, we can exchange our credentials for an access token. In Tapis, you  never send your username and password directly to the services; instead, you pass an access token which  is cryptographically signed by the OAuth server and includes information about your identity. The Tapis  services use this token to determine who you are and what you can do.. . Note that the tapipy t object will store and pass your access token for you, so you don’t have to manually provide  the token when using the tapipy operations. You are now ready to check your access to the Tapis APIs. It will  expire though, after 4 hours, at which time you will need to generate a new token. If you are interested, you  can create an OAuth client (a one-time setup step, like creating a TACC account) that can be used to generate  access and refresh tokens. For simplicity, we are skipping that but if you are interested, check out the Tenancy and  Authentication section..  Check Access to the Tapis APIs The tapipy t object should now be configured to talk to all Tapis APIs on your behalf. We can check that the client is  configured properly by making any API call. For example, we can use the authenticator service to retrieve the full  TACC profile of our user. To do so, use the get_profile() function associated with the authenticator object on  the t object, passing the username of the profile to retrieve, as follows."
149,How can you create an OAuth client?,4,"Introduction to Abaco - Getting Started - Working with TACC OAuth - Check Access to the Tapis APIs. Create an Tapis Client Object The first step in using the Tapis Python SDK, tapipy, is to create a Tapis Client object. First, import  the Tapis class and create python object called t that points to the Tapis server using your TACC  username and password. Do so by typing the following in a Python shell:. . Generate a Token With the t object instantiated, we can exchange our credentials for an access token. In Tapis, you  never send your username and password directly to the services; instead, you pass an access token which  is cryptographically signed by the OAuth server and includes information about your identity. The Tapis  services use this token to determine who you are and what you can do.. . Note that the tapipy t object will store and pass your access token for you, so you don’t have to manually provide  the token when using the tapipy operations. You are now ready to check your access to the Tapis APIs. It will  expire though, after 4 hours, at which time you will need to generate a new token. If you are interested, you  can create an OAuth client (a one-time setup step, like creating a TACC account) that can be used to generate  access and refresh tokens. For simplicity, we are skipping that but if you are interested, check out the Tenancy and  Authentication section..  Check Access to the Tapis APIs The tapipy t object should now be configured to talk to all Tapis APIs on your behalf. We can check that the client is  configured properly by making any API call. For example, we can use the authenticator service to retrieve the full  TACC profile of our user. To do so, use the get_profile() function associated with the authenticator object on  the t object, passing the username of the profile to retrieve, as follows."
150,What is Abaco's name?,5,"Introduction to Abaco - Abaco Quickstart. Abaco Quickstart In this Quickstart, we will create an Abaco actor from a basic Python function. Then we will execute our actor on the  Abaco cloud and get the execution results."
151,What is the name of the script that is created by AbaCo?,5,"Introduction to Abaco - Abaco Quickstart. Abaco Quickstart In this Quickstart, we will create an Abaco actor from a basic Python function. Then we will execute our actor on the  Abaco cloud and get the execution results."
152,How do we create an AbaCO actor?,5,"Introduction to Abaco - Abaco Quickstart. Abaco Quickstart In this Quickstart, we will create an Abaco actor from a basic Python function. Then we will execute our actor on the  Abaco cloud and get the execution results."
153,What is a basic Python function?,6,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile. A Basic Python Function Suppose we want to write a Python function that counts words in a string. We might write something like this:. In order to process a message sent to an actor, we use the raw_message attribute of the context dictionary.  We can access it by using the get_context method from the actors module in tapipy. For this example, create a new local directory to hold your work. Then, create a new file in this directory called  example.py. Add the following to this file:. . Building Images From a Dockerfile To register this function as an Abaco actor, we create a docker image that contains the Python function and  execute it as part of the default command. We can build a Docker image from a text file called a Dockerfile. You can think of a Dockerfile as a recipe for  creating images. The instructions within a Dockerfile either add files/folders to the image, add metadata to the  image, or both."
154,What does the get_context method use to process a message sent to an actor?,6,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile. A Basic Python Function Suppose we want to write a Python function that counts words in a string. We might write something like this:. In order to process a message sent to an actor, we use the raw_message attribute of the context dictionary.  We can access it by using the get_context method from the actors module in tapipy. For this example, create a new local directory to hold your work. Then, create a new file in this directory called  example.py. Add the following to this file:. . Building Images From a Dockerfile To register this function as an Abaco actor, we create a docker image that contains the Python function and  execute it as part of the default command. We can build a Docker image from a text file called a Dockerfile. You can think of a Dockerfile as a recipe for  creating images. The instructions within a Dockerfile either add files/folders to the image, add metadata to the  image, or both."
155,How can you create a new local directory to hold your work?,6,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile. A Basic Python Function Suppose we want to write a Python function that counts words in a string. We might write something like this:. In order to process a message sent to an actor, we use the raw_message attribute of the context dictionary.  We can access it by using the get_context method from the actors module in tapipy. For this example, create a new local directory to hold your work. Then, create a new file in this directory called  example.py. Add the following to this file:. . Building Images From a Dockerfile To register this function as an Abaco actor, we create a docker image that contains the Python function and  execute it as part of the default command. We can build a Docker image from a text file called a Dockerfile. You can think of a Dockerfile as a recipe for  creating images. The instructions within a Dockerfile either add files/folders to the image, add metadata to the  image, or both."
156,What is the name of the new file created by the FROM Instruction?,7,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile - The RUN, ADD and CMD Instructions. The FROM Instruction Create a new file called Dockerfile in the same directory as your example.py file. We can use the FROM instruction to start our new image from a known image. This should be the first line of our  Dockerfile. We will start an official Python image:. . The RUN, ADD and CMD Instructions We can run arbitrary Linux commands to add files to our image. We’ll run the pip command to install the tapipy  library in our image:. (note: there is a abacosample image that contains Python and the tapipy library; see the Samples  section for more details, coming soon.) We can also add local files to our image using the ADD instruction. To add the example.py file from our local  directory, we use the following instruction:. The last step is to write the command from running the application, which is simply python /example.py. We use  the CMD instruction to do that:. With that, our Dockerfile is now ready. This is what is looks like:. Now that we have our Dockerfile, we can build our image and push it to Docker Hub. To do so, we use the  docker build and docker push commands [note: user is your user on Docker, you must also $ docker login] :"
157,What does the FROM instruction do to start our new image?,7,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile - The RUN, ADD and CMD Instructions. The FROM Instruction Create a new file called Dockerfile in the same directory as your example.py file. We can use the FROM instruction to start our new image from a known image. This should be the first line of our  Dockerfile. We will start an official Python image:. . The RUN, ADD and CMD Instructions We can run arbitrary Linux commands to add files to our image. We’ll run the pip command to install the tapipy  library in our image:. (note: there is a abacosample image that contains Python and the tapipy library; see the Samples  section for more details, coming soon.) We can also add local files to our image using the ADD instruction. To add the example.py file from our local  directory, we use the following instruction:. The last step is to write the command from running the application, which is simply python /example.py. We use  the CMD instruction to do that:. With that, our Dockerfile is now ready. This is what is looks like:. Now that we have our Dockerfile, we can build our image and push it to Docker Hub. To do so, we use the  docker build and docker push commands [note: user is your user on Docker, you must also $ docker login] :"
158,How do we use the pip command to install the tapipy library?,7,"Introduction to Abaco - Abaco Quickstart - Building Images From a Dockerfile - The RUN, ADD and CMD Instructions. The FROM Instruction Create a new file called Dockerfile in the same directory as your example.py file. We can use the FROM instruction to start our new image from a known image. This should be the first line of our  Dockerfile. We will start an official Python image:. . The RUN, ADD and CMD Instructions We can run arbitrary Linux commands to add files to our image. We’ll run the pip command to install the tapipy  library in our image:. (note: there is a abacosample image that contains Python and the tapipy library; see the Samples  section for more details, coming soon.) We can also add local files to our image using the ADD instruction. To add the example.py file from our local  directory, we use the following instruction:. The last step is to write the command from running the application, which is simply python /example.py. We use  the CMD instruction to do that:. With that, our Dockerfile is now ready. This is what is looks like:. Now that we have our Dockerfile, we can build our image and push it to Docker Hub. To do so, we use the  docker build and docker push commands [note: user is your user on Docker, you must also $ docker login] :"
159,What is Abaco's name?,8,"Introduction to Abaco - Abaco Quickstart - Conclusion. Registering an Actor Now we are going to register the Docker image we just built as an Abaco actor. To do this, we will use the Tapis  client object we created above (see Working with TACC OAuth). To register an actor using the tapipy library, we use the actors.add() method and pass the arguments describing  the actor we want to register through the body parameter. For example:. You should see a response like this:. Notes:. Abaco assigned an id to the actor (in this case JWpkNmBwKewYo) and associated it with the image (in this case,  abacosamples/wc) which it began pulling from the public Docker Hub. Abaco returned a status of SUBMITTED for the actor; behind the scenes, Abaco is starting a worker container to  handle messages passed to this actor. The worker must initialize itself (download the image, etc) before the  actor is ready. When the actor’s worker is initialized, the status will change to READY.. At any point we can check the details of our actor, including its status, with the following:. The response format is identical to that returned from the .add() method..  Executing an Actor We are now ready to execute our actor by sending it a message. We built our actor to process a raw message string, so  that is what we will send, but there other options, including JSON and binary data. For more details, see the  messages section. We send our actor a message using the send_message() method:. Abaco queues up an execution for our actor and then responds with JSON, including an id for the execution contained in  the execution_id:. In general, an execution does not start immediately but is instead queued until a future time when a worker for the  actor can take the message and start an actor container with the message. We can retrieve the details about an  execution, including its status, using the get_execution() method:. The response will be similar to the following:. Note that a status of COMPLETE indicates that the execution has finished and we are ready to retrieve our results..  Retrieving the Logs The Abaco system collects all standard out from an actor execution and makes it available via the logs endpoint.  Let’s retrieve the logs from the execution we just made. We use the get_execution_logs()  method, passing out actor_id and our execution_id:. The response should be similar to the following:. We see our actor output Number of words is: 5, which is the expected result!.  Conclusion Congratulations! At this point you have created, registered and executed your first actor, but there is a lot more you  can do with the Abaco system. To learn more about the additional capabilities, please continue on to the Technical Guide."
160,What is the name of the object we created to register an actor?,8,"Introduction to Abaco - Abaco Quickstart - Conclusion. Registering an Actor Now we are going to register the Docker image we just built as an Abaco actor. To do this, we will use the Tapis  client object we created above (see Working with TACC OAuth). To register an actor using the tapipy library, we use the actors.add() method and pass the arguments describing  the actor we want to register through the body parameter. For example:. You should see a response like this:. Notes:. Abaco assigned an id to the actor (in this case JWpkNmBwKewYo) and associated it with the image (in this case,  abacosamples/wc) which it began pulling from the public Docker Hub. Abaco returned a status of SUBMITTED for the actor; behind the scenes, Abaco is starting a worker container to  handle messages passed to this actor. The worker must initialize itself (download the image, etc) before the  actor is ready. When the actor’s worker is initialized, the status will change to READY.. At any point we can check the details of our actor, including its status, with the following:. The response format is identical to that returned from the .add() method..  Executing an Actor We are now ready to execute our actor by sending it a message. We built our actor to process a raw message string, so  that is what we will send, but there other options, including JSON and binary data. For more details, see the  messages section. We send our actor a message using the send_message() method:. Abaco queues up an execution for our actor and then responds with JSON, including an id for the execution contained in  the execution_id:. In general, an execution does not start immediately but is instead queued until a future time when a worker for the  actor can take the message and start an actor container with the message. We can retrieve the details about an  execution, including its status, using the get_execution() method:. The response will be similar to the following:. Note that a status of COMPLETE indicates that the execution has finished and we are ready to retrieve our results..  Retrieving the Logs The Abaco system collects all standard out from an actor execution and makes it available via the logs endpoint.  Let’s retrieve the logs from the execution we just made. We use the get_execution_logs()  method, passing out actor_id and our execution_id:. The response should be similar to the following:. We see our actor output Number of words is: 5, which is the expected result!.  Conclusion Congratulations! At this point you have created, registered and executed your first actor, but there is a lot more you  can do with the Abaco system. To learn more about the additional capabilities, please continue on to the Technical Guide."
161,How does the actor's status change to READY?,8,"Introduction to Abaco - Abaco Quickstart - Conclusion. Registering an Actor Now we are going to register the Docker image we just built as an Abaco actor. To do this, we will use the Tapis  client object we created above (see Working with TACC OAuth). To register an actor using the tapipy library, we use the actors.add() method and pass the arguments describing  the actor we want to register through the body parameter. For example:. You should see a response like this:. Notes:. Abaco assigned an id to the actor (in this case JWpkNmBwKewYo) and associated it with the image (in this case,  abacosamples/wc) which it began pulling from the public Docker Hub. Abaco returned a status of SUBMITTED for the actor; behind the scenes, Abaco is starting a worker container to  handle messages passed to this actor. The worker must initialize itself (download the image, etc) before the  actor is ready. When the actor’s worker is initialized, the status will change to READY.. At any point we can check the details of our actor, including its status, with the following:. The response format is identical to that returned from the .add() method..  Executing an Actor We are now ready to execute our actor by sending it a message. We built our actor to process a raw message string, so  that is what we will send, but there other options, including JSON and binary data. For more details, see the  messages section. We send our actor a message using the send_message() method:. Abaco queues up an execution for our actor and then responds with JSON, including an id for the execution contained in  the execution_id:. In general, an execution does not start immediately but is instead queued until a future time when a worker for the  actor can take the message and start an actor container with the message. We can retrieve the details about an  execution, including its status, using the get_execution() method:. The response will be similar to the following:. Note that a status of COMPLETE indicates that the execution has finished and we are ready to retrieve our results..  Retrieving the Logs The Abaco system collects all standard out from an actor execution and makes it available via the logs endpoint.  Let’s retrieve the logs from the execution we just made. We use the get_execution_logs()  method, passing out actor_id and our execution_id:. The response should be similar to the following:. We see our actor output Number of words is: 5, which is the expected result!.  Conclusion Congratulations! At this point you have created, registered and executed your first actor, but there is a lot more you  can do with the Abaco system. To learn more about the additional capabilities, please continue on to the Technical Guide."
162,What is the only required field for registering an actor?,9,"Introduction to Abaco - Abaco Context & Container Runtime. Actor Registration When registering an actor, the only required field is a reference to an image on the public Docker Hub. However,  there are several other properties that can be set. The following table provides a list of the configurable properties  available to all users and their descriptions.. . .  Property Name relates to Description. .  image relates to The Docker image to associate with the actor. This should be a fully qualified  image available on the public Docker Hub. We encourage users to use to image  tags to version control their actors..  name relates to A user defined name for the actor..  description relates to A user defined description for the actor..  default_environment relates to The default environment is a set of key/value pairs to be injected into every  execution of the actor. The values can also be overridden when passing a  message to the reactor in the query parameters (see messages)..  hints relates to A list of strings representing user-defined “tags” or metadata about the actor.  “Official” Abaco hints can be applied to control configurable aspects of the  actor runtime, such as the autoscaling algorithm used. (see autoscaling)..  link relates to Actor identifier (id or alias) of an actor to “link” this actor’s events to.  Requires execute permissions on the linked actor, and cycles are not permitted.  (see complex)..  privileged relates to (True/False) - Whether the actor runs in privileged mode and has access to  the Docker daemon. Note: Setting this parameter to True requires elevated  permissions..  stateless relates to (True/False) - Whether the actor stores private state as part of its execution.  If True, the state API will not be available, but in a future release, the  Abaco service will be able to automatically scale reactor processes to execute  messages in parallel. The default value is False..  token relates to (True/False) - Whether to generate an OAuth access token for every execution of  this actor. Generating an OAuth token add about 500 ms of time to the execution  start up time. *Note: the default value for the token attribute varies from  tenant to tenant. Always explicitly set the token attribute when registering  new actors to ensure the proper behavior..  use_container_uid relates to Run the actor using the UID/GID set in the Docker image. Note: Setting  this parameter to True requires elevated permissions..  run_as_executor relates to Run the actor using the UID/GID of the executor rather than the owner  Note: this parameter is only available to certain tenants  Note: that this cannot be on while the use_container_uid is also on.  webhook relates to URL to publish this actor’s events to.  (see complex).. . . The default_environment can be used to provide sensitive information to the actor that cannot be put in the image. In order to execute privileged actors or to override the UID/GID used when executing an actor container,  talk to the Abaco development team about your use case. Abaco supports running specific actors within a given tenant on dedicated and/or specialized hardware for performance reasons. It  accomplishes this through the use of actor queues. If you need to run actors on dedicated resources, talk to the  Abaco development team about your use case.. Here is an example using curl; note that to set the default environment, we must pass content type application/json and  be sure to pass properly formatted JSON in the payload.. To register the same actor using the tapipy library, we use the actors.create_actor() method and pass the same arguments  through the request_body parameter. In this case, the default_environment is just a standard Python dictionary where the  keys and values are str type. For example,. .  Abaco Context & Container Runtime In this section we describe the environment that Abaco actor containers can utilize during their execution."
163,What does property name relate to?,9,"Introduction to Abaco - Abaco Context & Container Runtime. Actor Registration When registering an actor, the only required field is a reference to an image on the public Docker Hub. However,  there are several other properties that can be set. The following table provides a list of the configurable properties  available to all users and their descriptions.. . .  Property Name relates to Description. .  image relates to The Docker image to associate with the actor. This should be a fully qualified  image available on the public Docker Hub. We encourage users to use to image  tags to version control their actors..  name relates to A user defined name for the actor..  description relates to A user defined description for the actor..  default_environment relates to The default environment is a set of key/value pairs to be injected into every  execution of the actor. The values can also be overridden when passing a  message to the reactor in the query parameters (see messages)..  hints relates to A list of strings representing user-defined “tags” or metadata about the actor.  “Official” Abaco hints can be applied to control configurable aspects of the  actor runtime, such as the autoscaling algorithm used. (see autoscaling)..  link relates to Actor identifier (id or alias) of an actor to “link” this actor’s events to.  Requires execute permissions on the linked actor, and cycles are not permitted.  (see complex)..  privileged relates to (True/False) - Whether the actor runs in privileged mode and has access to  the Docker daemon. Note: Setting this parameter to True requires elevated  permissions..  stateless relates to (True/False) - Whether the actor stores private state as part of its execution.  If True, the state API will not be available, but in a future release, the  Abaco service will be able to automatically scale reactor processes to execute  messages in parallel. The default value is False..  token relates to (True/False) - Whether to generate an OAuth access token for every execution of  this actor. Generating an OAuth token add about 500 ms of time to the execution  start up time. *Note: the default value for the token attribute varies from  tenant to tenant. Always explicitly set the token attribute when registering  new actors to ensure the proper behavior..  use_container_uid relates to Run the actor using the UID/GID set in the Docker image. Note: Setting  this parameter to True requires elevated permissions..  run_as_executor relates to Run the actor using the UID/GID of the executor rather than the owner  Note: this parameter is only available to certain tenants  Note: that this cannot be on while the use_container_uid is also on.  webhook relates to URL to publish this actor’s events to.  (see complex).. . . The default_environment can be used to provide sensitive information to the actor that cannot be put in the image. In order to execute privileged actors or to override the UID/GID used when executing an actor container,  talk to the Abaco development team about your use case. Abaco supports running specific actors within a given tenant on dedicated and/or specialized hardware for performance reasons. It  accomplishes this through the use of actor queues. If you need to run actors on dedicated resources, talk to the  Abaco development team about your use case.. Here is an example using curl; note that to set the default environment, we must pass content type application/json and  be sure to pass properly formatted JSON in the payload.. To register the same actor using the tapipy library, we use the actors.create_actor() method and pass the same arguments  through the request_body parameter. In this case, the default_environment is just a standard Python dictionary where the  keys and values are str type. For example,. .  Abaco Context & Container Runtime In this section we describe the environment that Abaco actor containers can utilize during their execution."
164,How can abaco hints be applied to control configurable aspects of the actor runtime?,9,"Introduction to Abaco - Abaco Context & Container Runtime. Actor Registration When registering an actor, the only required field is a reference to an image on the public Docker Hub. However,  there are several other properties that can be set. The following table provides a list of the configurable properties  available to all users and their descriptions.. . .  Property Name relates to Description. .  image relates to The Docker image to associate with the actor. This should be a fully qualified  image available on the public Docker Hub. We encourage users to use to image  tags to version control their actors..  name relates to A user defined name for the actor..  description relates to A user defined description for the actor..  default_environment relates to The default environment is a set of key/value pairs to be injected into every  execution of the actor. The values can also be overridden when passing a  message to the reactor in the query parameters (see messages)..  hints relates to A list of strings representing user-defined “tags” or metadata about the actor.  “Official” Abaco hints can be applied to control configurable aspects of the  actor runtime, such as the autoscaling algorithm used. (see autoscaling)..  link relates to Actor identifier (id or alias) of an actor to “link” this actor’s events to.  Requires execute permissions on the linked actor, and cycles are not permitted.  (see complex)..  privileged relates to (True/False) - Whether the actor runs in privileged mode and has access to  the Docker daemon. Note: Setting this parameter to True requires elevated  permissions..  stateless relates to (True/False) - Whether the actor stores private state as part of its execution.  If True, the state API will not be available, but in a future release, the  Abaco service will be able to automatically scale reactor processes to execute  messages in parallel. The default value is False..  token relates to (True/False) - Whether to generate an OAuth access token for every execution of  this actor. Generating an OAuth token add about 500 ms of time to the execution  start up time. *Note: the default value for the token attribute varies from  tenant to tenant. Always explicitly set the token attribute when registering  new actors to ensure the proper behavior..  use_container_uid relates to Run the actor using the UID/GID set in the Docker image. Note: Setting  this parameter to True requires elevated permissions..  run_as_executor relates to Run the actor using the UID/GID of the executor rather than the owner  Note: this parameter is only available to certain tenants  Note: that this cannot be on while the use_container_uid is also on.  webhook relates to URL to publish this actor’s events to.  (see complex).. . . The default_environment can be used to provide sensitive information to the actor that cannot be put in the image. In order to execute privileged actors or to override the UID/GID used when executing an actor container,  talk to the Abaco development team about your use case. Abaco supports running specific actors within a given tenant on dedicated and/or specialized hardware for performance reasons. It  accomplishes this through the use of actor queues. If you need to run actors on dedicated resources, talk to the  Abaco development team about your use case.. Here is an example using curl; note that to set the default environment, we must pass content type application/json and  be sure to pass properly formatted JSON in the payload.. To register the same actor using the tapipy library, we use the actors.create_actor() method and pass the same arguments  through the request_body parameter. In this case, the default_environment is just a standard Python dictionary where the  keys and values are str type. For example,. .  Abaco Context & Container Runtime In this section we describe the environment that Abaco actor containers can utilize during their execution."
165,How does Abaco inject information about the execution into a number of environment variables?,10,"Introduction to Abaco - Abaco Context & Container Runtime - Context. Context When an actor container is launched, Abaco injects information about the execution into a number of environment  variables. This information is collectively referred to as the context. The following table provides a complete  list of variable names and their description:. . .  Variable Name relates to Description. .  _abaco_actor_id relates to The id of the actor..  _abaco_actor_dbid relates to The Abaco internal id of the actor..  _abaco_container_repo relates to The Docker image used to launch this actor container..  _abaco_worker_id relates to The id of the worker for the actor overseeing this execution..  _abaco_execution_id relates to The id of the current execution..  _abaco_access_token relates to An OAuth2 access token representing the user who registered the actor..  _abaco_api_server relates to The OAuth2 API server associated with the actor..  _abaco_actor_state relates to The value of the actor’s state at the start of the execution..  _abaco_Content-Type relates to The data type of the message (either ‘str’ or ‘application/json’)..  _abaco_username relates to The username of the “executor”, i.e., the user who sent the message..  _abaco_api_server relates to The base URL for the Abaco API service..  MSG relates to The message sent to the actor, as a raw string."
166,What relates to The abaco internal id of the actor?,10,"Introduction to Abaco - Abaco Context & Container Runtime - Context. Context When an actor container is launched, Abaco injects information about the execution into a number of environment  variables. This information is collectively referred to as the context. The following table provides a complete  list of variable names and their description:. . .  Variable Name relates to Description. .  _abaco_actor_id relates to The id of the actor..  _abaco_actor_dbid relates to The Abaco internal id of the actor..  _abaco_container_repo relates to The Docker image used to launch this actor container..  _abaco_worker_id relates to The id of the worker for the actor overseeing this execution..  _abaco_execution_id relates to The id of the current execution..  _abaco_access_token relates to An OAuth2 access token representing the user who registered the actor..  _abaco_api_server relates to The OAuth2 API server associated with the actor..  _abaco_actor_state relates to The value of the actor’s state at the start of the execution..  _abaco_Content-Type relates to The data type of the message (either ‘str’ or ‘application/json’)..  _abaco_username relates to The username of the “executor”, i.e., the user who sent the message..  _abaco_api_server relates to The base URL for the Abaco API service..  MSG relates to The message sent to the actor, as a raw string."
167,How does _abaco_access_token relate to?,10,"Introduction to Abaco - Abaco Context & Container Runtime - Context. Context When an actor container is launched, Abaco injects information about the execution into a number of environment  variables. This information is collectively referred to as the context. The following table provides a complete  list of variable names and their description:. . .  Variable Name relates to Description. .  _abaco_actor_id relates to The id of the actor..  _abaco_actor_dbid relates to The Abaco internal id of the actor..  _abaco_container_repo relates to The Docker image used to launch this actor container..  _abaco_worker_id relates to The id of the worker for the actor overseeing this execution..  _abaco_execution_id relates to The id of the current execution..  _abaco_access_token relates to An OAuth2 access token representing the user who registered the actor..  _abaco_api_server relates to The OAuth2 API server associated with the actor..  _abaco_actor_state relates to The value of the actor’s state at the start of the execution..  _abaco_Content-Type relates to The data type of the message (either ‘str’ or ‘application/json’)..  _abaco_username relates to The username of the “executor”, i.e., the user who sent the message..  _abaco_api_server relates to The base URL for the Abaco API service..  MSG relates to The message sent to the actor, as a raw string."
168,What is the name of the id that is unique to each actor?,11,"Introduction to Abaco - Abaco Context & Container Runtime - Context - Access from Python. Notes. The _abaco_actor_dbid is unique to each actor. Using this id, an actor can distinguish itself from other actors registered with the same function providing for SPMD techniques. The _abaco_access_token is a valid OAuth token that actors can use to make authenticated requests to other TACC Cloud APIs during their execution. The actor can update its state during the course of its execution; see the section state for more details. The “executor” of the actor may be different from the owner; see sharing for more details.. . Access from Python The tapipy.actors module provides access to the above data in native Python objects.  Currently, the actors module provides the following utilities:.  get_context() - returns a Python dictionary with the following fields:. raw_message - the original message, either string or JSON depending on the Contetnt-Type. content_type - derived from the original message request. message_dict - A Python dictionary representing the message (for Content-Type: application/json) execution_id - the ID of this execution. username - the username of the user that requested the execution. state - (for stateful actors) state value at the start of the execution. actor_id - the actor’s id.. .  get_client() - returns a pre-authenticated tapipy.Tapis object. update_state(val) - Atomically, update the actor’s state to the value val."
169,What is a valid OAuth token that actors can use to make authenticated requests to other TACC Cloud APIs during their execution?,11,"Introduction to Abaco - Abaco Context & Container Runtime - Context - Access from Python. Notes. The _abaco_actor_dbid is unique to each actor. Using this id, an actor can distinguish itself from other actors registered with the same function providing for SPMD techniques. The _abaco_access_token is a valid OAuth token that actors can use to make authenticated requests to other TACC Cloud APIs during their execution. The actor can update its state during the course of its execution; see the section state for more details. The “executor” of the actor may be different from the owner; see sharing for more details.. . Access from Python The tapipy.actors module provides access to the above data in native Python objects.  Currently, the actors module provides the following utilities:.  get_context() - returns a Python dictionary with the following fields:. raw_message - the original message, either string or JSON depending on the Contetnt-Type. content_type - derived from the original message request. message_dict - A Python dictionary representing the message (for Content-Type: application/json) execution_id - the ID of this execution. username - the username of the user that requested the execution. state - (for stateful actors) state value at the start of the execution. actor_id - the actor’s id.. .  get_client() - returns a pre-authenticated tapipy.Tapis object. update_state(val) - Atomically, update the actor’s state to the value val."
170,How does the _abaco_access_token provide access to the above data in native Python objects?,11,"Introduction to Abaco - Abaco Context & Container Runtime - Context - Access from Python. Notes. The _abaco_actor_dbid is unique to each actor. Using this id, an actor can distinguish itself from other actors registered with the same function providing for SPMD techniques. The _abaco_access_token is a valid OAuth token that actors can use to make authenticated requests to other TACC Cloud APIs during their execution. The actor can update its state during the course of its execution; see the section state for more details. The “executor” of the actor may be different from the owner; see sharing for more details.. . Access from Python The tapipy.actors module provides access to the above data in native Python objects.  Currently, the actors module provides the following utilities:.  get_context() - returns a Python dictionary with the following fields:. raw_message - the original message, either string or JSON depending on the Contetnt-Type. content_type - derived from the original message request. message_dict - A Python dictionary representing the message (for Content-Type: application/json) execution_id - the ID of this execution. username - the username of the user that requested the execution. state - (for stateful actors) state value at the start of the execution. actor_id - the actor’s id.. .  get_client() - returns a pre-authenticated tapipy.Tapis object. update_state(val) - Atomically, update the actor’s state to the value val."
171,What is the name of the environment in which an Abaco actor container runs?,12,Introduction to Abaco - Abaco Context & Container Runtime - Runtime Environment. Runtime Environment The environment in which an Abaco actor container runs has been built to accommodate a number of typical use cases  encountered in research computing in a secure manner.
172,What is the name of the POSIX Interface to the TACC WORK File System?,13,"Introduction to Abaco - Abaco Context & Container Runtime - Runtime Environment - POSIX Interface to the TACC WORK File System. Container UID and GID When Abaco launches an actor container, it instructs Docker to execute the process using the UID and GID associated  with the TACC account of the owner of the actor. This practice guarantees that an Abaco actor will have exactly the  same accesses as the original author of the actor (for instance, access to files or directories on shared storage)  and that files created or updated by the actor process will be owned by the underlying API user.  Abaco API users that have elevated privilleges within the platform can override the UID and GID used to run the  actor when registering the actor (see registration)..  POSIX Interface to the TACC WORK File System When Abaco launches an actor container, it mounts the actor owner’s TACC WORK file system into the running container.  The owner’s work file system is made available at /work with the container. This gives the actor a POSIX  interface to the work file system."
173,What does Abaco instruct Docker to execute the process using?,13,"Introduction to Abaco - Abaco Context & Container Runtime - Runtime Environment - POSIX Interface to the TACC WORK File System. Container UID and GID When Abaco launches an actor container, it instructs Docker to execute the process using the UID and GID associated  with the TACC account of the owner of the actor. This practice guarantees that an Abaco actor will have exactly the  same accesses as the original author of the actor (for instance, access to files or directories on shared storage)  and that files created or updated by the actor process will be owned by the underlying API user.  Abaco API users that have elevated privilleges within the platform can override the UID and GID used to run the  actor when registering the actor (see registration)..  POSIX Interface to the TACC WORK File System When Abaco launches an actor container, it mounts the actor owner’s TACC WORK file system into the running container.  The owner’s work file system is made available at /work with the container. This gives the actor a POSIX  interface to the work file system."
174,Who can override the UID and GID used to run the actor when registering the actor?,13,"Introduction to Abaco - Abaco Context & Container Runtime - Runtime Environment - POSIX Interface to the TACC WORK File System. Container UID and GID When Abaco launches an actor container, it instructs Docker to execute the process using the UID and GID associated  with the TACC account of the owner of the actor. This practice guarantees that an Abaco actor will have exactly the  same accesses as the original author of the actor (for instance, access to files or directories on shared storage)  and that files created or updated by the actor process will be owned by the underlying API user.  Abaco API users that have elevated privilleges within the platform can override the UID and GID used to run the  actor when registering the actor (see registration)..  POSIX Interface to the TACC WORK File System When Abaco launches an actor container, it mounts the actor owner’s TACC WORK file system into the running container.  The owner’s work file system is made available at /work with the container. This gives the actor a POSIX  interface to the work file system."
